Estratégia de Vacinação contra HPV - 2015
Coberturas vacinais - HPV Quadrivalente D1 - CSV - Sexo feminino de 9 a 11 anos de idade 
UF;REGIONAL;NOM_MUN;09A-POP;09A-DOS;09A-COB;10A-POP;10A-DOS;10A-COB;11A-POP;11A-DOS;11A-COB;TOT-POP-09-11;TOT-DOS-09-11;TOT-COB-09-11
SC;AMPLA - MAFRA;421010 - MAFRA;435;426;97,93;447;402;89,93;460;131;28,48;1342;959;71,46;
SC;AMPLA - MAFRA;421220 - PAPANDUVA;166;178;107,23;170;124;72,94;173;50;28,90;509;352;69,16;
SC;AMPLA - MAFRA;420810 - ITAIOPOLIS;185;201;108,65;191;137;71,73;198;91;45,96;574;429;74,74;
SC;AMPLA - MAFRA;420330 - CAMPO ALEGRE;96;102;106,25;102;66;64,71;108;86;79,63;306;254;83,01;
SC;AMPLA - MAFRA;421500 - RIO NEGRINHO;367;394;107,36;377;417;110,61;387;256;66,15;1131;1067;94,34;
SC;AMPLA - MAFRA;421110 - MONTE CASTELO;79;96;121,52;80;78;97,50;81;75;92,59;240;249;103,75;
SC;AMPLA - MAFRA;421580 - SAO BENTO DO SUL;596;758;127,18;623;571;91,65;654;234;35,78;1873;1563;83,45;
SC;AMPLA - MAFRA;;1924;2155;112,01;1990;1795;90,20;2061;923;44,78;5975;4873;81,56;
SC;AMAI - XANXERE;420917 - JUPIA;18;19;105,56;19;27;142,11;20;12;60,00;57;58;101,75;
SC;AMAI - XANXERE;421970 - XAXIM;190;197;103,68;198;155;78,28;208;72;34,62;596;424;71,14;
SC;AMAI - XANXERE;420560 - GALVAO;26;25;96,15;27;31;114,81;27;18;66,67;80;74;92,50;
SC;AMAI - XANXERE;420768 - IPUACU;79;116;146,84;82;50;60,98;85;24;28,24;246;190;77,24;
SC;AMAI - XANXERE;421055 - MAREMA;14;16;114,29;16;8;50,00;19;0;0,00;49;24;48,98;
SC;AMAI - XANXERE;421910 - VARGEAO;27;62;229,63;28;30;107,14;28;18;64,29;83;110;132,53;
SC;AMAI - XANXERE;421950 - XANXERE;347;434;125,07;362;286;79,01;377;225;59,68;1086;945;87,02;
SC;AMAI - XANXERE;420253 - BOM JESUS;22;35;159,09;25;19;76,00;27;4;14,81;74;58;78,38;
SC;AMAI - XANXERE;420517 - ENTRE RIOS;34;34;100,00;36;14;38,89;39;6;15,38;109;54;49,54;
SC;AMAI - XANXERE;421185 - OURO VERDE;18;26;144,44;19;7;36,84;19;4;21,05;56;37;66,07;
SC;AMAI - XANXERE;421227 - PASSOS MAIA;46;47;102,17;49;35;71,43;52;15;28,85;147;97;65,99;
SC;AMAI - XANXERE;420010 - ABELARDO LUZ;167;187;111,98;174;137;78,74;183;149;81,42;524;473;90,27;
SC;AMAI - XANXERE;421610 - SAO DOMINGOS;67;121;180,60;73;80;109,59;79;21;26,58;219;222;101,37;
SC;AMAI - XANXERE;421340 - PONTE SERRADA;100;212;212,00;104;175;168,27;110;109;99,09;314;496;157,96;
SC;AMAI - XANXERE;420945 - LAJEADO GRANDE;9;24;266,67;9;13;144,44;9;5;55,56;27;42;155,56;
SC;AMAI - XANXERE;421265 - PESCARIA BRAVA;67;11;16,42;71;6;8,45;76;11;14,47;214;28;13,08;
SC;AMAI - XANXERE;420445 - CORONEL MARTINS;22;23;104,55;23;15;65,22;24;5;20,83;69;43;62,32;
SC;AMAI - XANXERE;422000 - BALNEARIO RINCAO;83;1;1,20;86;0;0,00;90;0;0,00;259;1;0,39;
SC;AMAI - XANXERE;420530 - FAXINAL DOS GUEDES;83;88;106,02;88;69;78,41;93;38;40,86;264;195;73,86;
SC;AMAI - XANXERE;;1419;1678;118,25;1489;1157;77,70;1565;736;47,03;4473;3571;79,83;
SC;AMFRI - ITAJAI;421250 - PENHA;204;194;95,10;214;143;66,82;225;122;54,22;643;459;71,38;
SC;AMFRI - ITAJAI;420710 - ILHOTA;99;168;169,70;105;118;112,38;111;72;64,86;315;358;113,65;
SC;AMFRI - ITAJAI;420820 - ITAJAI;1399;1577;112,72;1440;1158;80,42;1485;832;56,03;4324;3567;82,49;
SC;AMFRI - ITAJAI;420830 - ITAPEMA;374;443;118,45;393;375;95,42;415;188;45,30;1182;1006;85,11;
SC;AMFRI - ITAJAI;420320 - CAMBORIU;587;775;132,03;607;576;94,89;629;368;58,51;1823;1719;94,30;
SC;AMFRI - ITAJAI;421280 - PICARRAS;144;203;140,97;152;168;110,53;161;110;68,32;457;481;105,25;
SC;AMFRI - ITAJAI;420245 - BOMBINHAS;113;122;107,96;119;55;46,22;125;37;29,60;357;214;59,94;
SC;AMFRI - ITAJAI;421000 - LUIZ ALVES;84;113;134,52;84;82;97,62;84;46;54,76;252;241;95,63;
SC;AMFRI - ITAJAI;421130 - NAVEGANTES;531;472;88,89;558;399;71,51;590;209;35,42;1679;1080;64,32;
SC;AMFRI - ITAJAI;421350 - PORTO BELO;137;95;69,34;143;101;70,63;151;90;59,60;431;286;66,36;
SC;AMFRI - ITAJAI;420200 - BALNEARIO CAMBORIU;668;693;103,74;700;594;84,86;738;447;60,57;2106;1734;82,34;
SC;AMFRI - ITAJAI;;4340;4855;111,87;4515;3769;83,48;4714;2521;53,48;13569;11145;82,14;
SC;AMURES - LAGES;420930 - LAGES;1227;1055;85,98;1282;801;62,48;1344;625;46,50;3853;2481;64,39;
SC;AMURES - LAGES;421189 - PAINEL;19;18;94,74;20;12;60,00;20;12;60,00;59;42;71,19;
SC;AMURES - LAGES;421890 - URUBICI;89;54;60,67;92;35;38,04;96;27;28,13;277;116;41,88;
SC;AMURES - LAGES;421895 - URUPEMA;21;27;128,57;21;33;157,14;21;22;104,76;63;82;130,16;
SC;AMURES - LAGES;421205 - PALMEIRA;23;19;82,61;23;13;56,52;24;6;25,00;70;38;54,29;
SC;AMURES - LAGES;420260 - BOM RETIRO;82;37;45,12;85;27;31,76;88;20;22,73;255;84;32,94;
SC;AMURES - LAGES;420325 - CAPAO ALTO;22;26;118,18;24;14;58,33;26;17;65,38;72;57;79,17;
SC;AMURES - LAGES;421330 - PONTE ALTA;47;29;61,70;49;24;48,98;50;19;38,00;146;72;49,32;
SC;AMURES - LAGES;421505 - RIO RUFINO;24;21;87,50;25;33;132,00;25;38;152,00;74;92;124,32;
SC;AMURES - LAGES;420417 - CERRO NEGRO;31;10;32,26;33;17;51,52;35;10;28,57;99;37;37,37;
SC;AMURES - LAGES;421650 - SAO JOAQUIM;184;116;63,04;185;102;55,14;185;61;32,97;554;279;50,36;
SC;AMURES - LAGES;420455 - CORREIA PINTO;127;134;105,51;135;83;61,48;145;78;53,79;407;295;72,48;
SC;AMURES - LAGES;420243 - BOCAINA DO SUL;29;15;51,72;30;6;20,00;32;4;12,50;91;25;27,47;
SC;AMURES - LAGES;421175 - OTACILIO COSTA;143;132;92,31;149;119;79,87;156;88;56,41;448;339;75,67;
SC;AMURES - LAGES;420100 - ANITA GARIBALDI;71;64;90,14;75;49;65,33;79;43;54,43;225;156;69,33;
SC;AMURES - LAGES;420340 - CAMPO BELO DO SUL;63;65;103,17;67;34;50,75;72;34;47,22;202;133;65,84;
SC;AMURES - LAGES;420250 - BOM JARDIM DA SERRA;35;31;88,57;38;21;55,26;41;17;41,46;114;69;60,53;
SC;AMURES - LAGES;421680 - SAO JOSE DO CERRITO;76;57;75,00;82;31;37,80;89;19;21,35;247;107;43,32;
SC;AMURES - LAGES;;2313;1910;82,58;2415;1454;60,21;2528;1140;45,09;7256;4504;62,07;
